2016-06-04T09:53:45.530902
E0:43:DB	Shenzhen ViewAt Technology Co.,Ltd.
00:07:BC	Identix Inc.
00:04:7C	Skidata AG
00:07:BB	Candera Inc.
00:07:C2	Netsys Telecom
00:07:B5	Any One Wireless Ltd.
00:07:AF	Red Lion Controls, LP
00:07:A2	Opteon Corporation
00:07:A7	A-Z Inc.
00:07:A1	VIASYS Healthcare GmbH
00:07:A8	Haier Group Technologies Ltd.
00:09:4A	Homenet Communications
00:09:49	Glyph Technologies Inc.
00:09:50	Independent Storage Corporation
00:09:44	Cisco Systems, Inc
00:09:3D	Newisys,Inc.
00:09:37	Inventec Appliance Corp
00:09:31	Future Internet, Inc.
00:09:38	Allot Communications
00:09:2A	MYTECS Co.,Ltd.
00:08:B1	ProQuent Systems
00:08:AB	EnerLinx.com, Inc.
00:08:AC	Eltromat GmbH
00:08:A5	Peninsula Systems Inc.
00:08:99	Netbind, Inc.
00:08:9E	Beijing Enter-Net co.LTD
00:08:95	DIRC Technologie GmbH & Co.KG
00:08:91	Lyan Inc.
00:08:8B	Tropic Networks Inc.
00:08:8A	Minds@Work
00:08:85	EMS Dr. Thomas Wünsche
00:08:E8	Excel Master Ltd.
00:08:E7	SHI ControlSystems,Ltd.
00:08:E1	Barix AG
00:08:DA	SofaWare Technologies Ltd.
00:08:D5	Vanguard Networks Solutions, LLC
00:08:CE	IPMobileNet Inc.
00:08:C8	Soneticom, Inc.
00:08:C4	Hikari Co.,Ltd.
00:08:BE	XENPAK MSA Group
00:08:B8	E.F. Johnson
00:07:9B	Aurora Networks
00:07:8F	Emkay Innovative Products
00:07:88	Clipcomm, Inc.
00:07:79	Sungil Telecom Co., Ltd.
00:07:78	GERSTEL GmbH & Co. KG
00:07:6C	Daehanet, Inc.
00:07:5C	Eastman Kodak Company
00:07:68	Danfoss A/S
00:07:62	Group Sense Limited
00:07:55	Lafon
00:07:4F	Cisco Systems, Inc
00:07:41	Sierra Automated Systems
00:07:49	CENiX Inc.
00:07:35	Flarion Technologies, Inc.
00:07:3B	Tenovis GmbH & Co KG
00:07:29	Kistler Instrumente AG
00:07:2E	North Node AB
00:07:28	Neo Telecom
00:07:18	iCanTek Co., Ltd.
00:08:06	Raonet Systems, Inc.
00:07:FD	LANergy Ltd.
00:07:F6	Qqest Software Systems
00:07:FC	Adept Systems Inc.
00:07:EA	Massana, Inc.
00:07:F0	LogiSync LLC
00:07:E3	Navcom Technology, Inc.
00:07:E4	SoftRadio Co., Ltd.
00:07:DD	Cradle Technologies
00:07:D7	Caporis Networks AG
00:06:E3	Quantitative Imaging Corporation
00:06:DD	AT & T Laboratories - Cambridge Ltd
00:06:A4	INNOWELL Corp.
00:06:D3	Alpha Telecom, Inc. U.S.A.
00:06:D2	Tundra Semiconductor Corp.
00:06:47	Etrali S.A.
00:06:D9	IPM-Net S.p.A.
00:05:EA	Rednix
00:06:CD	Leaf Imaging Ltd.
00:06:BC	Macrolink, Inc.
00:06:C6	lesswire AG
00:06:54	Winpresa Building Automation Technologies GmbH
00:06:B6	Nir-Or Israel Ltd.
00:06:B0	Comtech EF Data Corp.
00:07:1F	European Systems Integration
00:07:24	Telemax Co., Ltd.
00:07:07	Interalia Inc.
00:07:0C	SVA-Intrusion.com Co. Ltd.
00:07:11	Acterna
00:07:12	JAL Information Technology
00:06:FA	IP SQUARE Co, Ltd.
00:06:EF	Maxxan Systems, Inc.
00:06:EA	ELZET80 Mikrocomputer GmbH&Co. KG
00:06:E9	Intime Corp.
00:05:EB	Blue Ridge Networks, Inc.
00:05:F7	Analog Devices, Inc.
00:05:E4	Red Lion Controls Inc.
00:05:F1	Vrcom, Inc.
00:05:FD	PacketLight Networks Ltd.
00:05:E2	Creativ Network Technologies
00:05:DC	Cisco Systems, Inc
00:05:E1	Trellis Photonics, Ltd.
00:05:D8	Arescom, Inc.
00:05:D7	Vista Imaging, Inc.
00:05:C5	Flaga HF
00:05:D1	Metavector Technologies
00:05:D2	DAP Technologies
00:05:CB	ROIS Technologies, Inc.
00:05:7F	Acqis Technology
00:05:79	Universal Control Solution Corp.
00:05:75	CDS-Electronics BV
00:05:6F	Innomedia Technologies Pvt. Ltd.
00:05:68	Piltofish Networks AB
00:05:62	Digital View Limited
00:05:5C	Kowa Company, Ltd.
00:05:56	360 Systems
00:05:50	Vcomms Connect Limited
00:05:45	Internet Photonics
00:05:3F	VisionTek, Inc.
00:05:46	KDDI Network & Solultions Inc.
00:06:AA	VT Miltope
00:06:A9	Universal Instruments Corp.
00:06:A0	Mx Imaging
00:06:9F	Kuokoa Networks
00:06:99	Vida Design Co.
00:06:93	Flexus Computer Technology, Inc.
00:06:9A	e & Tel
00:06:8D	SEPATON, Inc.
00:06:87	Omnitron Systems Technology, Inc.
00:06:80	Card Access, Inc.
00:05:39	A Brand New World in Sweden AB
00:05:26	IPAS GmbH
00:05:2D	Zoltrix International Limited
00:05:2C	Supreme Magic Corporation
00:05:20	Smartronix, Inc.
00:05:1A	3COM EUROPE LTD.
00:05:10	Infinite Shanghai Communication Terminals Ltd.
00:05:14	KDT Systems Co., Ltd.
00:05:09	AVOC Nishimura Ltd.
00:05:03	ICONAG
00:05:0A	ICS Spa
00:04:FF	Acronet Co., Ltd.
00:05:00	Cisco Systems, Inc
00:06:41	ITCN
00:06:3D	Microwave Data Systems Inc.
00:06:31	Calix
00:06:30	Adtranz Sweden
00:06:37	Toptrend-Meta Information (ShenZhen) Inc.
00:06:20	Serial System Ltd.
00:06:1A	Zetari Inc.
00:06:0C	Melco Industries, Inc.
00:06:14	Prism Holdings
00:06:06	RapidWAN, Inc.
00:06:77	SICK AG
00:06:73	TKH Security Solutions USA
00:06:66	Roving Networks
00:06:6D	Compuprint S.P.A.
00:06:6C	Robinson Corporation
00:06:53	Cisco Systems, Inc
00:06:5A	Strix Systems
00:06:4D	Sencore
00:06:60	NADEX Co., Ltd.
00:05:B8	Electronic Design Associates, Inc.
00:05:BF	JustEzy Technology, Inc.
00:05:AE	Mediaport USA
00:05:B2	Medison Co., Ltd.
00:05:9E	Zinwell Corporation
00:05:A5	KOTT
00:05:98	CRONOS S.r.l.
00:05:A4	Lucid Voice Ltd.
00:05:92	Pultek Corp.
00:05:8B	IPmental, Inc.
00:05:8C	Opentech Inc.
00:03:7E	PORTech Communications, Inc.
00:03:83	Metera Networks, Inc.
00:03:77	Gigabit Wireless
00:03:7B	IDEC IZUMI Corporation
00:03:6B	Cisco Systems, Inc
00:03:72	ULAN
00:03:67	Jasmine Networks, Inc.
00:03:6A	Mainnet, Ltd.
00:03:64	Scenix Semiconductor, Inc.
00:03:5F	Prüftechnik Condition Monitoring GmbH & Co. KG
00:03:5C	Saint Song Corp.
00:03:4D	Chiaro Networks, Ltd.
00:03:FA	TiMetra Networks
00:03:F5	Chip2Chip
00:03:EE	MKNet Corporation
00:03:E8	Wavelength Digital Limited
00:03:E3	Cisco Systems, Inc
00:03:DC	Lexar Media, Inc.
00:03:D7	NextNet Wireless, Inc.
00:03:D4	Alloptic, Inc.
00:03:0B	Hunter Technology, Inc.
00:03:D0	KOANKEISO Co., Ltd.
00:03:C9	TECOM Co., Ltd.
00:03:C4	Tomra Systems ASA
00:04:FA	NBS Technologies Inc.
00:04:F9	Xtera Communications, Inc.
00:04:F3	FS FORTH-SYSTEME GmbH
00:04:E7	Lightpointe Communications, Inc
00:04:ED	Billion Electric Co., Ltd.
00:04:DD	Cisco Systems, Inc
00:04:D6	Takagi Industrial Co., Ltd.
00:04:D0	Softlink s.r.o.
00:04:CA	FreeMs Corp.
00:04:BE	OptXCon, Inc.
00:04:C3	CASTOR Informatique
00:04:C4	Allen & Heath Limited
00:04:B7	AMB i.t. Holding
00:04:B1	Signal Technology, Inc.
00:04:AD	Malibu Networks
00:04:AA	Jetstream Communications
00:04:9D	Ipanema Technologies
00:04:97	MacroSystem Digital Video AG
00:04:90	Optical Access
00:04:8B	Poscon Corporation
00:03:41	Axon Digital Design
00:03:3E	Tateyama System Laboratory Co., Ltd.
00:03:3A	Silicon Wave, Inc.
00:03:33	Digitel Co., Ltd.
00:03:2B	GAI Datenfunksysteme GmbH
00:03:27	ACT'L
00:03:2E	Scope Information Management, Ltd.
00:03:22	IDIS Co., Ltd.
00:03:1E	Optranet, Inc.
00:B0:52	Atheros Communications
00:03:19	Infineon AG
00:03:16	Nobell Communications, Inc.
00:03:12	TR-Systemtechnik GmbH
00:04:47	Acrowave Systems Co., Ltd.
00:04:3B	Lava Computer Mfg., Inc.
00:04:40	cyberPIXIE, Inc.
00:04:3A	Intelligent Telecommunications, Inc.
00:04:34	Accelent Systems, Inc.
00:04:2D	Sarian Systems, Ltd.
00:04:2E	Netous Technologies, Ltd.
00:04:28	Cisco Systems, Inc
00:04:21	Ocular Networks
00:04:17	ELAU AG
00:04:11	Inkra Networks, Inc.
00:04:0B	3COM EUROPE LTD.
00:04:04	Makino Milling Machine Co., Ltd.
00:04:81	Econolite Control Products, Inc.
00:04:86	ITTC, University of Kansas
00:04:77	Scalant Systems, Inc.
00:04:76	3 Com Corporation
00:04:69	Innocom, Inc.
00:04:70	ipUnplugged AB
00:04:6A	Navini Networks
00:04:64	Pulse-Link Inc
00:04:5D	BEKA Elektronik
00:04:57	Universal Access Technology, Inc.
00:04:51	Medrad, Inc.
00:03:C1	Packet Dynamics Ltd
00:03:BD	OmniCluster Technologies, Inc.
00:03:B8	NetKit Solutions, LLC
00:03:B6	QSI Corporation
00:03:A6	Traxit Technology, Inc.
00:03:AB	Bridge Information Systems
00:03:A3	MAVIX, Ltd.
00:03:9F	Cisco Systems, Inc
00:03:9A	SiConnect
00:03:8C	Total Impact
00:03:84	AETA
00:03:87	Blaze Network Products
00:03:06	Fusion In Tech Co., Ltd.
00:03:03	JAMA Electronics Co., Ltd.
00:02:FF	Handan BroadInfoCom
00:02:F3	Media Serve Co., Ltd.
00:02:FA	DX Antenna Co., Ltd.
00:02:ED	DXO Telecom Co., Ltd.
00:02:E5	Timeware Ltd.
00:02:E8	E.D.&A.
00:02:DC	Fujitsu General Limited
00:02:E1	Integrated Network Corporation
00:02:D5	ACR
00:02:CE	FoxJet, Inc.
00:B0:DB	Nextcell, Inc.
00:B0:8E	Cisco Systems, Inc
00:B0:1C	Westport Technologies
00:B0:2D	ViaGate Technologies, Inc.
00:B0:3B	HiQ Networks
00:30:A9	Netiverse, Inc.
00:B0:F0	CALY NETWORKS
00:B0:86	LocSoft Limited
00:30:C4	Canon Imaging Systems Inc.
00:30:9D	Nimble Microsystems, Inc.
00:30:37	Packard Bell Nec Services
00:30:2E	Hoft & Wessel AG
00:30:1B	SHUTTLE, INC.
00:30:28	FASE Saldatura srl
00:30:FB	AZS Technology AG
00:30:48	Supermicro Computer, Inc.
00:01:DA	WINCOMM Corporation
00:01:E1	Kinpo Electronics, Inc.
00:01:DD	Avail Networks
00:01:CE	Custom Micro Products, Ltd.
00:01:CA	Geocast Network Systems, Inc.
00:01:B8	Netsensity, Inc.
00:01:BD	Peterson Electro-Musical Products, Inc.
00:01:B4	Wayport, Inc.
00:01:C3	Acromag, Inc.
00:01:BF	Teleforce Co., Ltd.
00:01:AD	Coach Master International  d.b.a. CMI Worldwide, Inc.
00:01:7E	ADTEK System Science Co., Ltd.
00:01:8A	ROI COMPUTER AG
00:01:19	RTUnet (Australia)
00:01:25	YAESU MUSEN CO., LTD.
00:01:21	Watchguard Technologies, Inc.
00:01:28	EnjoyWeb, Inc.
00:01:06	Tews Datentechnik GmbH
00:01:12	Shark Multimedia Inc.
00:01:02	3COM CORPORATION
00:01:15	EXTRATECH CORPORATION
00:01:09	Nagano Japan Radio Co., Ltd.
08:14:43	UNIBRAIN S.A.
00:B0:F5	NetWorth Technologies, Inc.
00:B0:19	UTC CCS
00:B0:2A	ORSYS GmbH
00:B0:AE	Symmetricom
00:01:81	Nortel Networks
00:01:8D	AudeSi Technologies
00:01:9A	LEUNIG GmbH
00:01:93	Hanbyul Telecom Co., Ltd.
00:01:A2	Logical Co., Ltd.
00:01:96	Cisco Systems, Inc
00:01:A6	Scientific-Atlanta Arcodan A/S
00:01:72	TechnoLand Co., LTD.
00:30:3F	TurboComm Tech Inc.
00:30:73	International Microsystems, In
00:01:4D	Shin Kin Enterprises Co., Ltd
00:01:6B	LightChip, Inc.
00:01:67	HIOKI E.E. CORPORATION
00:02:15	Cotas Computer Technology A/B
00:02:11	Nature Worldwide Technology Corp.
00:02:09	Shenzhen SED Information Technology Co., Ltd.
00:02:05	Hitachi Denshi, Ltd.
00:02:02	Amino Communications, Ltd.
00:01:F6	Association of Musical Electronics Industry
00:01:ED	SETA Corp.
00:01:E9	Litton Marine Systems B.V.
00:02:C6	Data Track Technology PLC
00:02:C2	Net Vision Telecom
00:02:B9	Cisco Systems, Inc
00:02:B4	DAPHNE
00:02:AD	HOYA Corporation
00:02:A6	Effinet Systems Co., Ltd.
00:02:A1	World Wide Packets
00:02:9B	Kreatel Communications AB
00:02:9E	Information Equipment Co., Ltd.
00:02:96	Lectron Co,. Ltd.
00:02:8F	Globetek, Inc.
00:02:89	DNE Technologies
00:02:85	Riverstone Networks
00:02:7E	Cisco Systems, Inc
00:02:80	Mu Net, Inc.
00:02:79	Control Applications, Ltd.
00:02:72	CC&C Technologies, Inc.
00:02:6B	BCM Computers Co., Ltd.
00:02:6D	Adept Telecom
00:02:62	Soyo Group Soyo Com Tech Co., Ltd
00:02:60	Accordion Networks, Inc.
00:02:5B	Cambridge Silicon Radio
00:00:87	HITACHI, LTD.
00:02:52	Carrier Corporation
00:02:4B	Cisco Systems, Inc
00:02:46	All-Win Tech Co., Ltd.
00:01:7A	Chengdu Maipu Electric Industrial Co., Ltd.
00:02:35	Paragon Networks International
00:02:38	Serome Technology, Inc.
00:02:30	Intersoft Electronics
00:02:29	Adtec Corporation
00:02:25	One Stop Systems
00:02:1C	Network Elements, Inc.
00:02:21	DSP Application, Ltd.
00:01:6E	Conklin Corporation
00:01:5B	ITALTEL S.p.A/RF-UP-I
00:01:54	G3M Corporation
00:01:50	GILAT COMMUNICATIONS, LTD.
00:01:2E	PC Partner Ltd.
00:01:3A	SHELCAD COMMUNICATIONS, LTD.
00:01:41	CABLE PRINT
00:01:31	Bosch Security Systems, Inc.
00:01:3D	RiscStation Ltd.
00:01:49	T.D.T. Transfer Data Test GmbH
00:D0:47	XN TECHNOLOGIES
00:D0:18	QWES. COM, INC.
00:D0:48	ECTON, INC.
00:D0:28	Harmonic, Inc
00:D0:2F	VLSI TECHNOLOGY INC.
00:D0:25	XROSSTECH, INC.
00:D0:85	OTIS ELEVATOR COMPANY
00:D0:77	LUCENT TECHNOLOGIES
00:D0:93	TQ - COMPONENTS GMBH
00:D0:13	PRIMEX AEROSPACE COMPANY
00:D0:56	SOMAT CORPORATION
00:D0:17	SYNTECH INFORMATION CO., LTD.
00:D0:36	TECHNOLOGY ATLANTA CORP.
00:D0:D6	AETHRA TELECOMUNICAZIONI
00:30:78	Cisco Systems, Inc
00:30:03	Phasys Ltd.
00:30:D5	DResearch GmbH
00:30:CE	Zaffire
00:30:95	Procomp Informatics, Ltd.
00:30:55	Renesas Technology America, Inc.
00:30:B0	Convergenet Technologies
00:30:CC	Tenor Networks, Inc.
00:30:13	NEC Corporation
00:30:61	MobyTEL
00:D0:AB	DELTAKABEL TELECOM CV
00:D0:A8	NETWORK ENGINES, INC.
00:D0:1C	SBS TECHNOLOGIES,
00:D0:C0	Cisco Systems, Inc
00:D0:51	O2 MICRO, INC.
00:D0:6D	ACRISON, INC.
00:50:A1	CARLO GAVAZZI, INC.
00:D0:6C	SHAREWAVE, INC.
00:D0:3A	ZONEWORX, INC.
00:50:C1	GEMFLEX NETWORKS, LTD.
00:50:FB	VSK ELECTRONICS
00:50:33	MAYAN NETWORKS
00:30:A0	TYCO SUBMARINE SYSTEMS, LTD.
00:30:CB	OMNI FLOW COMPUTERS, INC.
00:30:6B	CMOS SYSTEMS, INC.
00:30:68	CYBERNETICS TECH. CO., LTD.
00:30:E3	SEDONA NETWORKS CORP.
00:D0:07	MIC ASSOCIATES, INC.
00:D0:7F	STRATEGY & TECHNOLOGY, LIMITED
00:30:85	Cisco Systems, Inc
00:30:26	HeiTel Digital Video GmbH
00:30:A6	VIANET TECHNOLOGIES, LTD.
00:30:47	NISSEI ELECTRIC CO., LTD.
00:D0:FC	GRANITE MICROSYSTEMS
00:D0:42	MAHLO GMBH & CO. UG
00:D0:46	DOLBY LABORATORIES, INC.
00:D0:BA	Cisco Systems, Inc
00:D0:BC	Cisco Systems, Inc
00:D0:D8	3Com Corporation
00:D0:6B	SR TELECOM INC.
00:30:AA	AXUS MICROSYSTEMS, INC.
00:30:43	IDREAM TECHNOLOGIES, PTE. LTD.
00:30:10	VISIONETICS INTERNATIONAL
00:30:96	Cisco Systems, Inc
00:30:84	ALLIED TELESYN INTERNAIONAL
00:30:CF	TWO TECHNOLOGIES, INC.
00:D0:E3	ELE-CHEM ENGINEERING CO., LTD.
00:D0:ED	XIOX
00:D0:C2	BALTHAZAR TECHNOLOGY AB
00:D0:FB	TEK MICROSYSTEMS, INCORPORATED
00:D0:82	IOWAVE INC.
00:D0:AD	TL INDUSTRIES
00:D0:DB	MCQUAY INTERNATIONAL
00:D0:6A	LINKUP SYSTEMS CORPORATION
00:D0:65	TOKO ELECTRIC
00:D0:8F	ARDENT TECHNOLOGIES, INC.
00:D0:E7	VCON TELECOMMUNICATION LTD.
00:D0:87	MICROFIRST INC.
00:D0:08	MACTELL CORPORATION
00:30:05	Fujitsu Siemens Computers
00:30:4E	BUSTEC PRODUCTION LTD.
00:30:E0	OXFORD SEMICONDUCTOR LTD.
00:30:A1	WEBGATE Inc.
00:30:3D	IVA CORPORATION
00:30:C3	FLUECKIGER ELEKTRONIK AG
00:90:47	GIGA FAST E. LTD.
00:90:CB	Wireless OnLine, Inc.
00:90:3F	AZTEC RADIOMEDIA
00:10:43	A2 CORPORATION
00:10:8D	Johnson Controls, Inc.
00:10:8E	HUGH SYMONS CONCEPT Technologies Ltd.
00:10:52	METTLER-TOLEDO (ALBSTADT) GMBH
00:10:0E	MICRO LINEAR COPORATION
00:10:D7	ARGOSY RESEARCH INC.
00:10:59	DIABLO RESEARCH CO. LLC
00:10:B6	ENTRATA COMMUNICATIONS CORP.
00:10:19	SIRONA DENTAL SYSTEMS GmbH & Co. KG
00:10:13	Kontron America, Inc.
00:90:A4	ALTIGA NETWORKS
00:90:6C	Sartorius Hamburg GmbH
00:90:FC	NETWORK COMPUTING DEVICES
00:90:A3	Corecess Inc.
00:90:22	IVEX
00:90:A5	SPECTRA LOGIC
00:90:BA	VALID NETWORKS, INC.
00:90:EE	PERSONAL COMMUNICATIONS TECHNOLOGIES
00:90:CD	ENT-EMPRESA NACIONAL DE TELECOMMUNICACOES, S.A.
00:90:D0	Thomson Telecom Belgium
00:90:75	NEC DO BRASIL S.A.
00:90:2E	NAMCO LIMITED
00:90:A0	8X8 INC.
00:90:7C	DIGITALCAST, INC.
00:90:DF	MITSUBISHI CHEMICAL AMERICA, INC.
00:90:23	ZILOG INC.
00:90:8A	BAYLY COMMUNICATIONS, INC.
00:90:63	COHERENT COMMUNICATIONS SYSTEMS CORPORATION
00:90:41	APPLIED DIGITAL ACCESS
00:90:D8	WHITECROSS SYSTEMS
00:90:11	WAVTrace, Inc.
00:90:40	Siemens Network Convergence LLC
00:90:C7	ICOM INC.
00:90:35	ALPHA TELECOM, INC.
00:90:87	ITIS
00:90:6E	PRAXON, INC.
00:90:39	SHASTA NETWORKS
00:90:9A	ONE WORLD SYSTEMS, INC.
00:90:53	DAEWOO ELECTRONICS CO., LTD.
00:90:9E	Critical IO, LLC
00:90:C2	JK microsystems, Inc.
00:90:91	DigitalScape, Inc.
00:90:ED	CENTRAL SYSTEM RESEARCH CO., LTD.
00:90:1B	DIGITAL CONTROLS
00:90:5C	EDMI
00:90:D2	ARTEL VIDEO SYSTEMS
00:50:8C	RSI SYSTEMS
00:50:2D	ACCEL, INC.
00:50:B8	INOVA COMPUTERS GMBH & CO. KG
00:50:3A	DATONG ELECTRONICS LTD.
00:50:8E	OPTIMATION, INC.
00:50:BB	CMS TECHNOLOGIES
00:50:51	IWATSU ELECTRIC CO., LTD.
00:50:BE	FAST MULTIMEDIA AG
00:50:AD	CommUnique Wireless Corp.
00:50:16	SST/WOODHEAD INDUSTRIES
00:50:03	Xrite Inc
00:50:23	PG DESIGN ELECTRONICS, INC.
00:50:39	MARINER NETWORKS
00:50:5A	NETWORK ALCHEMY, INC.
00:50:71	AIWA CO., LTD.
00:90:71	Applied Innovation Inc.
00:90:31	MYSTICOM, LTD.
00:90:1F	ADTEC PRODUCTIONS, INC.
00:90:81	ALOHA NETWORKS, INC.
00:90:B3	AGRANAT SYSTEMS
00:50:0D	SATORI ELECTORIC CO., LTD.
00:50:EC	OLICOM A/S
00:50:83	GILBARCO, INC.
00:50:CF	VANLINK COMMUNICATION TECHNOLOGY RESEARCH INSTITUTE
00:50:08	TIVA MICROCOMPUTER CORP. (TMC)
00:50:01	YAMASHITA SYSTEMS CORP.
00:50:B5	FICHET-BAUCHE
00:50:B0	TECHNOLOGY ATLANTA CORPORATION
00:50:4E	SIERRA MONITOR CORP.
00:50:4D	Tokyo Electron Device Limited
00:50:F7	VENTURE MANUFACTURING (SINGAPORE) LTD.
00:50:29	1394 PRINTER WORKING GROUP
00:E0:8D	PRESSURE SYSTEMS, INC.
00:E0:40	DeskStation Technology, Inc.
00:E0:D6	COMPUTER & COMMUNICATION RESEARCH LAB.
00:E0:7E	WALT DISNEY IMAGINEERING
00:E0:94	OSAI SRL
00:E0:32	MISYS FINANCIAL SYSTEMS, LTD.
00:E0:6B	W&G SPECIAL PRODUCTS
00:E0:1C	Cradlepoint, Inc
00:E0:76	DEVELOPMENT CONCEPTS, INC.
00:E0:A7	IPC INFORMATION SYSTEMS, INC.
00:E0:A4	ESAOTE S.p.A.
00:E0:80	CONTROL RESOURCES CORPORATION
00:E0:CC	HERO SYSTEMS, LTD.
00:E0:99	SAMSON AG
00:10:E9	RAIDTEC LTD.
00:10:03	IMATRON, INC.
00:10:5A	3COM CORPORATION
00:10:A9	ADHOC TECHNOLOGIES
00:04:00	LEXMARK INTERNATIONAL, INC.
00:10:1A	PictureTel Corp.
00:10:97	WinNet Metropolitan Communications Systems, Inc.
00:10:6F	TRENTON TECHNOLOGY INC.
00:10:DA	Kollmorgen Corp
00:10:DF	RISE COMPUTER INC.
00:10:9E	AWARE, INC.
00:10:72	GVN TECHNOLOGIES, INC.
00:E0:19	ING. GIORDANO ELETTRONICA
00:E0:D7	SUNSHINE ELECTRONICS, INC.
00:E0:DA	Alcatel North America ESD
00:E0:68	MERRIMAC SYSTEMS INC.
00:E0:1D	WebTV NETWORKS, INC.
00:E0:1F	AVIDIA Systems, Inc.
00:E0:56	HOLONTECH CORPORATION
00:E0:C9	AutomatedLogic Corporation
00:E0:30	MELITA INTERNATIONAL CORP.
00:E0:BA	BERGHOF AUTOMATIONSTECHNIK GmbH
00:E0:B2	TELMAX COMMUNICATIONS CORP.
00:E0:EF	DIONEX
00:E0:BD	INTERFACE SYSTEMS, INC.
00:E0:71	EPIS MICROCOMPUTER
00:E0:A6	TELOGY NETWORKS, INC.
00:E0:26	Redlake MASD LLC
00:E0:B8	GATEWAY 2000
00:E0:88	LTX-Credence CORPORATION
00:E0:7C	METTLER-TOLEDO, INC.
00:E0:8C	NEOPARADIGM LABS, INC.
00:E0:61	EdgePoint Networks, Inc.
00:E0:6E	FAR SYSTEMS S.p.A.
00:E0:1B	SPHERE COMMUNICATIONS, INC.
00:E0:AE	XAQTI CORPORATION
00:E0:C8	VIRTUAL ACCESS, LTD.
00:10:1D	WINBOND ELECTRONICS CORP.
00:10:5F	ZODIAC DATA SYSTEMS
00:10:CB	FACIT K.K.
00:10:8C	FUJITSU TELECOMMUNICATIONS EUROPE, LTD.
00:10:75	Segate Technology LLC
00:10:58	ArrowPoint Communications
00:10:A8	RELIANCE COMPUTER CORP.
00:10:AA	MEDIA4, INC.
00:10:E8	TELOCITY, INCORPORATED
00:10:10	INITIO CORPORATION
00:E0:07	Avaya ECS Ltd
00:10:22	SatCom Media Corporation
00:10:C7	DATA TRANSMISSION NETWORK
00:10:98	STARNET TECHNOLOGIES, INC.
00:10:96	TRACEWELL SYSTEMS, INC.
00:10:82	JNA TELECOMMUNICATIONS LIMITED
00:10:21	ENCANTO NETWORKS, INC.
00:10:CE	VOLAMP, LTD.
00:10:B2	COACTIVE AESTHETICS
00:10:9A	NETLINE
00:10:EA	ADEPT TECHNOLOGY
00:10:BD	THE TELECOMMUNICATION TECHNOLOGY COMMITTEE (TTC)
00:60:99	SBE, Inc.
00:60:FD	NetICs, Inc.
00:60:B5	KEBA GmbH
00:60:27	Superior Modular Products
00:60:C1	WaveSpan Corporation
00:60:41	Yokogawa Electric Corporation
00:60:05	FEEDBACK DATA LTD.
00:60:7B	FORE SYSTEMS, INC.
00:60:9C	Perkin-Elmer Incorporated
00:60:07	ACRES GAMING, INC.
00:60:35	DALLAS SEMICONDUCTOR, INC.
00:60:F1	EXP COMPUTER, INC.
00:60:40	NETRO CORP.
00:60:34	ROBERT BOSCH GmbH
00:60:BA	SAHARA NETWORKS, INC.
00:60:96	T.S. MICROTECH INC.
00:60:3A	QUICK CONTROLS LTD.
00:60:AC	RESILIENCE CORPORATION
00:60:EB	FOURTHTRACK SYSTEMS
00:60:6D	DIGITAL EQUIPMENT CORP.
00:60:14	EDEC CO., LTD.
00:60:E1	ORCKIT COMMUNICATIONS LTD.
00:60:62	TELESYNC, INC.
00:60:38	Nortel Networks
00:60:95	ACCU-TIME SYSTEMS, INC.
00:A0:16	MICROPOLIS CORP.
00:A0:1C	NASCENT NETWORKS CORPORATION
00:A0:FC	IMAGE SCIENCES, INC.
00:A0:B7	CORDANT, INC.
00:A0:37	Mindray DS USA, Inc.
00:A0:4C	INNOVATIVE SYSTEMS & TECHNOLOGIES, INC.
00:A0:E9	ELECTRONIC RETAILING SYSTEMS INTERNATIONAL
00:60:78	POWER MEASUREMENT LTD.
00:60:0D	Digital Logic GmbH
00:60:8A	CITADEL COMPUTER
00:A0:5D	CS COMPUTER SYSTEME GmbH
00:A0:BD	I-TECH CORP.
00:A0:B9	EAGLE TECHNOLOGY, INC.
00:A0:69	Symmetricom, Inc.
00:A0:7A	ADVANCED PERIPHERALS TECHNOLOGIES, INC.
00:A0:4E	VOELKER TECHNOLOGIES, INC.
00:A0:5A	KOFAX IMAGE PRODUCTS
00:A0:93	B/E AEROSPACE, Inc.
00:A0:BF	WIRELESS DATA GROUP MOTOROLA
00:60:9F	PHAST CORPORATION
00:60:67	ACER NETXUS INC.
00:60:0C	Eurotech Inc.
00:60:25	ACTIVE IMAGING PLC
00:60:71	MIDAS LAB, INC.
00:60:A7	MICROSENS GmbH & CO. KG
00:60:FC	CONSERVATION THROUGH INNOVATION LTD.
00:60:D4	ELDAT COMMUNICATION LTD.
00:60:85	Storage Concepts
00:60:D3	AT&T
00:60:18	STELLAR ONE CORPORATION
00:60:2B	PEAK AUDIO
00:60:6F	CLARION CORPORATION OF AMERICA
00:60:ED	RICARDO TEST AUTOMATION LTD.
00:60:F6	NEXTEST COMMUNICATIONS PRODUCTS, INC.
00:60:DD	MYRICOM, INC.
00:60:92	MICRO/SYS, INC.
00:60:80	MICROTRONIX DATACOM LTD.
00:60:68	Dialogic Corporation
00:60:DB	NTP ELEKTRONIK A/S
00:A0:02	LEEDS & NORTHRUP AUSTRALIA PTY LTD
00:A0:E4	OPTIQUEST
00:A0:1F	TRICORD SYSTEMS, INC.
00:A0:C0	DIGITAL LINK CORP.
00:A0:43	AMERICAN TECHNOLOGY LABS, INC.
